tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog
FRB20190606B,-9999,108.79,86.85,126.46,27.41,228.0,206.0,29.2,275.0,39.9,277.486,222.4,225.2,0.00688,0.00481,2.62,17.4,0,0.00101,12.4,-17.5,800.2,400.2,569.2,709663.506,707705,0.432,0,0,2021
FRB20190607A,-9999,26.23,23.66,138.44,-37.6,17.6,-9999.0,97.7,559.7,142.0,562.4528,518.5,527.4,0.00492,0.000395,4.35,21.3,0,0.001736,-0.99,-3.73,777.4,400.2,400.2,357375.265,344729,0.446,0,0,2021
FRB20190607B,-9999,42.02,49.62,141.57,-8.98,20.0,-9999.0,15.8,289.5,17.5,289.376,151.1,127.6,0.00295,0.0011,1.06,3.2,0,0.000916,2.0,-0.7,800.2,400.2,800.2,353584.416,352026,0.435,0,0,2021
FRB20190608A,-9999,359.23,19.17,105.55,-41.85,12.1,-9999.0,12.1,719.8,14.4,722.1756,683.8,691.7,0.00098,0.00049,1.29,1.51,0,0.000386,6.9,-9.7,800.2,400.2,570.8,184165.813,184218,0.408,0,0,2021
FRB20190609A,-9999,345.3,87.94,121.88,25.3,330.0,330.0,10.8,315.4,21.0,316.6434,258.2,259.5,0.00492,0.0005,3.6,10.4,0,0.000432,62.4,-84.0,683.4,491.0,579.3,185074.758,183909,0.409,0,0,2021
FRB20190609A,-9999,345.3,87.94,121.88,25.3,330.0,330.0,10.8,315.4,21.0,316.6434,258.2,259.5,0.00492,0.0005,3.6,10.4,1,0.00212,55.0,-67.0,722.4,499.1,600.5,185074.758,183909,0.409,0,0,2021
FRB20190609B,-9999,210.49,88.35,122.36,28.7,470.0,340.0,41.2,292.8,76.5,292.1875,239.9,243.9,0.00098,0.00057,11.5,22.2,0,0.00055,4.11,-10.46,778.7,400.2,487.1,344323.993,333178,0.465,0,0,2021
FRB20190609D,-9999,115.94,51.69,166.52,28.86,20.0,-9999.0,16.6,509.5,16.2,511.714,454.2,454.3,0.00295,0.002,0.66,2.36,0,0.00158,-1.6,-17.0,552.6,400.2,400.2,377458.876,375738,0.396,0,0,2021
FRB20190611A,FRB20180814A,65.54,73.63,136.46,16.58,41.0,43.5,15.9,187.6,26.2,190.449,102.6,82.1,0.00688,0.0029,1.17,8.4,0,0.00247,45.3,-43.8,800.2,533.6,671.2,560011.113,556309,0.404,1,0,2021
FRB20190611A,FRB20180814A,65.54,73.63,136.46,16.58,41.0,43.5,15.9,187.6,26.2,190.449,102.6,82.1,0.00688,0.0029,1.17,8.4,1,0.0028,45.0,-44.0,800.2,530.3,666.1,560011.113,556309,0.404,1,0,2021
FRB20190612A,-9999,148.16,70.42,140.83,39.91,35.0,8.0,16.6,427.0,22.2,432.291,390.6,398.9,0.07078,0.0381,0.79,20.0,0,0.00194,2.7,-6.3,800.2,400.2,497.1,3241199.108,3239993,0.39,0,0,2021
FRB20190612B,-9999,222.21,4.31,358.95,53.88,10.3,-9999.0,10.8,186.0,25.6,187.5997,159.9,161.8,0.00098,0.000121,2.41,3.78,0,0.000186,10.6,-25.9,662.1,400.2,491.3,180606.842,175705,0.436,0,0,2021
FRB20190612C,-9999,79.12,61.01,150.02,13.01,31.0,-9999.0,38.7,1638.5,36.2,1641.5697,1533.8,1498.3,0.00393,0.00029,3.8,12.1,0,0.000925,7.7,-8.9,800.2,400.2,618.3,372155.073,432281,0.306,0,0,2021
FRB20190613A,-9999,257.4,18.85,39.74,30.62,13.5,-9999.0,18.2,714.9,14.1,714.977,661.5,672.6,0.00786,0.005,1.07,8.0,0,0.00387,3.3,-5.7,800.2,400.2,535.2,552616.896,549930,0.411,0,0,2021
FRB20190613B,-9999,65.75,42.67,158.98,-4.92,20.8,-9999.0,37.7,286.3,44.5,285.1379,116.3,60.3,0.00098,0.00045,1.08,1.26,0,0.000426,2.52,-8.22,792.2,400.2,466.6,202199.823,197898,0.364,0,0,2021
FRB20190614A,-9999,179.79,88.33,123.36,28.75,330.0,350.0,12.4,1062.7,14.7,1064.039,1011.7,1015.7,0.00393,0.00077,0.83,2.21,0,0.0013,1.6,-29.0,544.0,400.2,411.1,355104.438,354457,0.431,0,0,2021
FRB20190614B,-9999,332.86,24.69,82.65,-25.4,7.6,-9999.0,57.6,580.7,54.8,581.9146,527.0,535.0,0.00197,0.00068,4.5,8.4,0,0.000648,0.81,-2.75,800.2,400.2,463.9,366407.892,358714,0.424,0,0,2021
FRB20190614C,-9999,356.5,35.91,108.34,-25.1,14.0,-9999.0,12.0,585.5,9.7,589.163,531.7,540.2,0.00492,0.0033,0.5,2.91,0,0.00259,-9.4,9.6,800.2,400.2,400.2,372256.93,372698,0.401,0,0,2021
FRB20190616A,-9999,234.03,34.48,55.08,54.13,14.0,-9999.0,14.6,211.9,13.4,212.5867,187.1,187.9,0.00197,0.00079,0.73,1.67,0,0.000654,-0.8,-1.8,800.2,400.2,400.2,377758.618,376954,0.395,0,0,2021
FRB20190617A,-9999,178.6,83.87,124.73,33.06,115.0,110.0,27.1,195.7,156.4,195.7693,149.1,155.1,0.00492,0.0015,5.8,21.0,0,0.001489,0.45,-9.35,673.2,400.2,409.9,405442.534,357498,0.426,0,0,2021
FRB20190617B,-9999,56.43,1.16,186.12,-39.45,11.9,-9999.0,12.7,275.0,16.3,273.51,229.7,225.0,0.01376,0.0095,0.99,9.2,0,0.00758,10.6,-38.4,586.7,400.2,459.3,715852.982,716218,0.425,0,0,2021
FRB20190617C,-9999,134.37,35.7,187.73,40.08,14.3,-9999.0,14.1,637.3,14.1,640.156,594.8,602.9,0.00983,0.0047,0.54,4.1,0,0.00388,10.4,-8.6,800.2,436.9,732.3,553715.355,553578,0.407,0,0,2021
FRB20190618A,-9999,321.25,25.44,74.96,-17.65,12.6,-9999.0,33.4,228.1,52.5,228.9469,151.7,164.8,0.00197,0.00058,2.4,4.3,0,0.000548,3.34,-35.8,540.4,400.2,419.3,366436.499,363578,0.416,0,0,2021
FRB20190619A,-9999,165.18,68.37,137.1,45.59,32.0,-9999.0,14.3,897.7,15.9,899.9116,862.3,871.1,0.00197,0.0011,1.57,3.33,0,0.000939,4.9,-7.5,800.2,400.2,552.9,372038.997,370266,0.405,0,0,2021
FRB20190619B,-9999,231.74,82.15,117.06,33.12,88.0,95.0,19.7,270.1,19.0,270.5868,224.7,230.6,0.00098,0.00059,1.96,4.5,0,0.000516,-0.5,-5.6,731.8,400.2,400.2,186962.057,183914,0.409,0,0,2021
FRB20190619C,-9999,38.29,36.33,144.87,-22.17,15.0,-9999.0,10.2,486.9,11.5,488.2712,419.0,420.4,0.00098,0.0005,0.72,1.22,0,0.000399,0.4,1.7,800.2,400.2,800.2,192974.783,192730,0.381,0,0,2021
FRB20190619D,-9999,114.79,41.59,177.52,26.12,15.4,-9999.0,13.4,375.3,18.4,378.466,314.5,308.3,0.03244,0.012,0.48,6.5,0,0.00139,-6.46,4.9,800.2,400.2,400.2,1346556.856,1344889,0.383,0,0,2021
FRB20190621A,FRB20180908B,188.22,74.19,124.66,42.88,42.0,24.0,9.0,197.3,11.1,197.32,159.1,166.7,0.01966,0.011,0.2,0.88,0,0.0086,0.1,-53.0,493.3,400.2,400.7,916958.469,916554,0.411,1,0,2021
FRB20190621B,-9999,193.14,55.64,122.6,61.49,20.0,-9999.0,11.4,1059.5,9.9,1061.234,1030.5,1038.7,0.00197,0.0018,0.3,1.19,0,0.00138,-0.5,-7.7,670.9,400.2,400.2,375466.725,374522,0.398,0,0,2021
FRB20190621C,-9999,206.57,5.23,336.18,64.5,11.6,-9999.0,14.4,571.0,17.5,570.2672,544.6,547.8,0.00098,0.00051,1.98,2.38,0,0.000443,39.1,-101.0,564.4,417.5,485.4,174612.684,173274,0.443,0,0,2021
FRB20190621D,-9999,270.63,78.89,110.51,28.93,61.0,49.0,17.4,645.4,20.0,647.514,596.8,601.4,0.00393,0.0026,0.89,4.3,0,0.00229,7.4,-22.3,651.1,400.2,472.1,372236.999,372698,0.401,0,0,2021
FRB20190622A,-9999,298.98,85.81,118.46,25.89,163.0,157.0,9.9,1120.9,13.7,1122.818,1066.0,1068.1,0.00197,0.0014,0.61,1.28,0,0.00119,0.9,-15.6,605.0,400.2,411.9,360023.967,359930,0.422,0,0,2021
FRB20190623A,-9999,270.48,24.52,50.44,21.27,12.4,-9999.0,9.6,1082.1,11.1,1082.201,1008.0,1022.5,0.00295,0.0012,0.41,0.86,0,0.00098,4.1,-12.8,718.6,400.2,469.8,364470.156,364794,0.414,0,0,2021
FRB20190623B,-9999,335.22,46.12,97.54,-9.2,18.4,-9999.0,25.3,1554.4,37.2,1556.765,1413.0,1422.0,0.00197,0.00072,1.58,2.78,0,0.00044,54.2,-57.1,786.4,526.2,643.3,380003.41,379385,0.391,0,0,2021
FRB20190623C,-9999,192.31,86.03,122.98,31.1,162.0,163.0,12.5,1049.8,15.0,1049.826,1001.0,1006.2,0.0059,0.00159,1.92,5.9,0,0.00018,-0.4,-0.6,800.2,400.2,400.2,348288.642,345945,0.444,0,0,2021
FRB20190624A,-9999,168.32,69.78,134.65,45.05,32.0,-9999.0,15.3,973.7,19.2,973.847,936.0,944.7,0.0059,0.00095,0.58,3.01,0,0.00152,-5.3,2.2,704.0,400.2,400.2,385623.361,383641,0.384,0,0,2021
FRB20190624B,-9999,304.65,73.61,106.73,20.13,45.0,42.0,39.1,215.1,80.4,213.9222,144.2,141.2,0.00098,0.0004,16.5,20.0,0,0.000372,34.8,-43.2,754.3,475.4,598.8,164386.993,151994,0.512,0,0,2021
FRB20190625A,-9999,227.91,32.88,52.31,59.25,12.9,-9999.0,19.8,297.6,38.7,302.14,279.0,278.8,0.058,0.0169,0.35,11.9,0,0.00392,-1.1,-8.1,639.7,400.2,400.2,1541921.457,1535193,0.507,0,0,2021
FRB20190625E,FRB20180814A,65.54,73.63,136.46,16.58,41.0,43.5,11.4,187.6,27.8,188.533,100.7,80.2,0.00295,0.00066,0.84,4.2,0,0.00083,48.0,-292.0,474.9,400.2,434.6,696676.114,689455,0.446,1,0,2021
FRB20190625E,FRB20180814A,65.54,73.63,136.46,16.58,41.0,43.5,11.4,187.6,27.8,188.533,100.7,80.2,0.00295,0.00066,0.84,4.2,1,0.00097,60.3,-422.0,462.7,400.2,429.8,696676.114,689455,0.446,1,0,2021
FRB20190625E,FRB20180814A,65.54,73.63,136.46,16.58,41.0,43.5,11.4,187.6,27.8,188.533,100.7,80.2,0.00295,0.00066,0.84,4.2,2,0.00062,0.0,-115.0,461.1,400.2,400.2,696676.114,689455,0.446,1,0,2021
FRB20190625C,-9999,73.2,11.1,188.2,-20.14,10.0,-9999.0,12.1,441.6,21.1,442.2388,366.1,337.3,0.00098,0.00063,2.22,4.02,0,0.000547,0.3,-5.9,768.7,400.2,410.7,335188.999,333178,0.465,0,0,2021
FRB20190625D,-9999,115.02,4.87,214.12,13.03,9.6,-9999.0,36.3,716.6,66.9,717.8831,616.5,587.1,0.00197,0.00072,5.3,12.1,0,0.000687,17.84,-76.1,535.5,400.2,450.0,307048.714,305818,0.509,0,0,2021
FRB20190626A,FRB20180814A,65.54,73.63,136.46,16.58,42.0,41.0,11.9,194.1,17.6,192.49,101.5,80.7,0.04227,0.0098,0.43,5.3,0,0.00835,28.0,-248.0,464.2,400.2,423.0,935641.356,936314,0.398,1,0,2021
FRB20190627A,-9999,195.89,0.75,309.73,63.46,10.8,-9999.0,9.4,402.8,14.7,404.2213,373.9,381.7,0.00197,0.0008,1.98,2.62,0,0.000663,9.3,-27.3,634.6,400.2,474.6,327797.244,326490,0.476,0,0,2021
FRB20190627B,-9999,256.4,40.79,65.18,36.74,20.9,-9999.0,56.2,428.6,68.4,430.3224,388.3,396.7,0.00295,0.00062,4.06,10.2,0,0.000444,2.08,-4.61,800.2,400.2,501.6,352263.636,347769,0.441,0,0,2021
FRB20190627C,-9999,267.88,71.58,102.22,30.35,46.0,38.8,49.9,968.9,57.0,968.6127,920.6,925.8,0.00197,0.000164,4.0,11.3,0,0.00082,-0.19,-3.33,800.2,400.2,400.2,349021.926,345945,0.444,0,0,2021
FRB20190627D,-9999,295.33,43.84,77.24,10.21,15.9,-9999.0,12.0,1999.2,15.0,2002.242,1870.2,1861.3,0.00786,0.0027,0.236,1.54,0,0.0014,5.2,-13.9,724.3,400.2,482.4,359610.349,358105,0.425,0,0,2021
FRB20190628A,-9999,199.06,51.75,113.85,64.94,18.0,-9999.0,10.9,745.7,14.4,745.843,716.0,724.0,0.00098,0.00058,0.81,1.28,0,0.000477,4.7,-6.4,800.2,400.2,579.1,184427.038,183914,0.409,0,0,2021
FRB20190628B,-9999,248.48,80.14,113.3,32.36,66.0,68.0,12.4,406.0,16.3,408.009,361.5,367.2,0.00295,0.000471,0.75,1.39,0,0.00027,-6.0,-0.4,583.5,400.2,400.2,365131.881,367225,0.41,0,0,2021
FRB20190628C,-9999,11.52,48.59,122.02,-14.27,15.0,-9999.0,10.0,1740.4,13.7,1748.44,1649.6,1647.2,0.01966,0.0039,0.38,2.45,0,0.0042,1.8,-11.7,675.2,400.2,433.1,935194.373,936313,0.398,0,0,2021
FRB20190629A,-9999,6.34,12.67,113.07,-49.7,12.3,-9999.0,10.0,503.0,13.2,503.779,468.7,477.2,0.00393,0.0017,0.82,3.05,0,0.00114,24.7,-35.3,733.6,440.1,568.2,372887.837,369050,0.407,0,0,2021
FRB20190630B,-9999,328.21,43.01,91.6,-8.74,20.6,-9999.0,48.3,653.5,93.3,652.145,501.6,517.2,0.02064,0.01197,0.92,14.7,0,0.00187,2.59,-4.72,800.2,400.2,526.8,1006096.493,993769,0.544,0,0,2021
FRB20190630A,FRB20190117A,331.71,17.37,76.31,-30.23,12.5,-9999.0,19.4,401.1,31.2,392.438,344.3,352.4,0.02163,0.00518,0.4,4.8,0,0.00075,42.2,-121.0,547.1,415.1,476.6,553094.302,553273,0.556,1,0,2021
FRB20190630C,-9999,68.38,80.95,130.96,21.78,73.0,76.0,10.8,1659.6,14.2,1660.347,1592.3,1586.9,0.00393,0.0015,0.66,2.27,0,0.00121,1.9,-10.0,709.7,400.2,439.7,264991.299,265690,0.573,0,0,2021
FRB20190630D,-9999,143.36,8.9,224.58,39.91,12.0,-9999.0,19.1,321.9,19.7,323.5174,279.8,287.3,0.00197,0.00063,1.73,2.6,0,0.000555,-2.3,-1.6,780.6,400.2,400.2,230876.012,229818,0.631,0,0,2021
FRB20190701A,-9999,277.47,59.04,88.29,25.72,23.0,-9999.0,12.1,635.7,14.6,637.0934,582.8,587.8,0.00197,0.00072,1.26,1.7,0,0.000608,-1.1,3.3,800.2,400.2,800.2,341779.3,341690,0.451,0,0,2021
FRB20190701B,-9999,302.93,80.18,112.88,23.4,69.0,70.0,15.0,748.9,17.5,749.114,687.6,688.1,0.00295,0.00034,1.1,1.9,0,0.00063,3.9,-11.8,732.8,400.2,471.5,329229.311,330137,0.47,0,0,2021
FRB20190701C,-9999,96.36,81.63,132.18,25.88,82.0,82.0,11.5,972.1,16.8,974.195,915.8,916.6,0.00197,0.0018,0.88,2.5,0,0.00144,46.2,-211.0,495.5,402.2,446.4,285697.192,286362,0.54,0,0,2021
FRB20190701D,-9999,112.1,66.7,149.28,28.38,34.0,-9999.0,34.4,934.9,44.8,933.3629,877.4,879.4,0.00885,0.00153,1.33,8.6,0,0.0014,6.49,-20.9,651.8,400.2,467.6,358566.724,354457,0.431,0,0,2021
FRB20190701E,-9999,138.57,61.71,153.27,40.37,15.0,-9999.0,15.2,888.0,16.7,890.4771,848.1,857.0,0.00295,0.00067,0.68,2.0,0,0.00042,0.3,-5.1,800.2,400.2,410.3,359241.191,356889,0.427,0,0,2021
FRB20201130A,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,9.3,287.1,12.83,288.27,231.8,219.6,0.00688,0.006,0.7,2.9,0,0.00298,16.6,-17.9,800.2,462.9,627.5,337877.662,336066,46.021,1,0,2023
FRB20191106C,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,9.36,331.6,19.83,333.057,308.0,312.5,0.01081,0.01,0.177,1.48,0,0.00512,10.5,-10.9,800.2,435.6,618.5,493027.006,500853,46.368,1,0,2023
FRB20200619A,FRB20200619A,272.57,55.558,83.96,27.77,109.7,-9999.0,11.48,438.3,18.36,439.44,388.5,394.6,0.00492,0.00066,0.29,0.678,0,0.00072,30.9,-158.0,498.1,400.2,441.4,352956.034,353963,43.146,1,0,2023
FRB20190804E,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,33.61,360.7,90.49,362.68,319.3,326.1,0.02949,0.0029,1.02,4.87,0,0.005,42.8,-156.0,534.1,410.8,468.4,463513.055,460378,50.702,1,0,2023
FRB20190804E,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,33.61,360.7,90.49,362.68,319.3,326.1,0.02949,0.0029,1.02,4.87,1,0.001433,50.7,-288.0,477.5,400.2,436.3,463513.055,460378,50.702,1,0,2023
FRB20190915D,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,31.56,485.2,44.74,488.864,399.4,400.4,0.01573,0.00483,2.56,32.0,0,0.00499,8.09,-13.0,800.2,400.2,546.8,853445.286,852143,45.251,1,0,2023
FRB20200929C,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,10.37,407.6,44.78,413.54,375.1,384.1,0.03441,0.0088,0.6,8.7,0,0.005,80.0,-166.0,569.6,453.2,508.1,625525.241,623417,49.933,1,0,2023
FRB20200929C,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,10.37,407.6,44.78,413.54,375.1,384.1,0.03441,0.0088,0.6,8.7,1,0.00441,70.2,-190.0,547.5,428.9,484.6,625525.241,623417,49.933,1,0,2023
FRB20201221B,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,10.34,509.9,11.71,510.37,459.5,464.4,0.00295,0.0026,0.38,0.91,0,0.00132,37.0,-144.0,535.7,400.2,451.3,374535.458,374180,39.899,1,0,2023
FRB20200809E,FRB20200809E,19.96,82.892,123.86,20.07,509.8,410.0,21.19,1698.4,30.93,1702.89,1629.2,1619.7,0.01081,0.0059,1.22,7.0,0,0.00293,0.2,-96.0,466.5,400.2,400.2,347919.301,348036,44.098,1,0,2023
FRB20190609C,FRB20190609C,73.324,24.0678,177.36,-12.39,71.95,-9999.0,10.96,480.4,17.1,480.282,366.9,326.7,0.00393,0.0041,0.64,1.91,0,0.00207,15.2,-138.0,481.3,400.2,422.9,323294.49,324438,47.888,1,0,2023
FRB20190226B,FRB20190226B,273.62,61.67,0.0,0.0,85.0,-9999.0,9.17,630.8,13.17,631.603,580.9,586.1,0.01081,0.008,0.38,2.38,0,0.004,29.9,-39.3,706.4,474.3,578.8,467683.775,468078,49.878,1,0,2023
FRB20200223B,FRB20200223B,8.2653,28.831,118.08,-33.87,51.7,-9999.0,9.24,203.8,16.22,202.2681,156.7,165.2,0.00393,0.0027,0.54,1.06,0,0.00134,22.7,-17.9,800.2,527.2,754.9,354151.981,360310,42.126,1,0,2023
FRB20200202A,FRB20200202A,25.928,44.29,132.71,-17.59,62.1,-9999.0,16.16,731.1,25.39,722.279,639.0,638.2,0.03736,0.03,0.28,5.7,0,0.01487,17.0,-31.9,675.5,400.2,515.8,1398784.544,1398489,35.822,1,0,2023
FRB20190430C,FRB20190430C,277.2097,24.7699,53.11,15.7,29.4,-9999.0,22.54,399.5,32.21,400.561,301.0,316.9,0.00295,0.0018,5.8,15.2,0,0.000893,48.7,-48.8,800.2,527.8,655.2,297460.588,295102,52.6,1,0,2023
FRB20200420A,FRB20200420A,7.574,37.264,118.28,-25.42,55.0,-9999.0,17.66,676.1,33.12,672.48,614.5,622.6,0.01573,0.0019,0.58,2.02,0,0.00301,59.2,-130.0,572.4,438.9,501.2,356066.078,354035,43.134,1,0,2023
FRB20200420A,FRB20200420A,7.574,37.264,118.28,-25.42,55.0,-9999.0,17.66,676.1,33.12,672.48,614.5,622.6,0.01573,0.0019,0.58,2.02,1,0.000944,34.8,-167.0,498.0,402.4,447.7,356066.078,354035,43.134,1,0,2023
FRB20200127B,FRB20200127B,119.2,86.6087,126.62,28.03,154.0,951.0,26.61,351.0,30.56,351.27,297.3,300.6,0.00197,0.0012,5.6,7.7,0,0.000609,6.25,-17.2,652.7,400.2,436.8,360953.292,361222,41.98,1,0,2023
FRB20201114A,FRB20201114A,221.586,71.789,111.15,42.61,135.0,83.0,11.71,322.7,24.25,320.792,282.9,290.0,0.01868,0.0021,0.72,4.7,0,0.00193,58.0,-55.0,800.2,545.1,670.9,531400.779,530654,43.176,1,0,2023
FRB20201114A,FRB20201114A,221.586,71.789,111.15,42.61,135.0,83.0,11.71,322.7,24.25,320.792,282.9,290.0,0.01868,0.0021,0.72,4.7,1,0.00121,60.0,-61.0,784.9,531.9,646.1,531400.779,530654,43.176,1,0,2023
FRB20201114A,FRB20201114A,221.586,71.789,111.15,42.61,135.0,83.0,11.71,322.7,24.25,320.792,282.9,290.0,0.01868,0.0021,0.72,4.7,2,0.00104,56.0,-65.0,719.1,507.7,604.3,531400.779,530654,43.176,1,0,2023
FRB20190110C,FRB20190110C,249.325,41.445,65.58,42.09,45.0,-9999.0,15.58,221.6,27.76,221.921,184.9,192.0,0.00295,0.0015,0.64,1.4,0,0.000752,28.2,-202.0,477.7,400.2,427.4,283435.026,283018,54.541,1,0,2023
FRB20200118D,FRB20200118D,106.909,42.8374,174.45,20.86,71.8,-9999.0,19.45,624.4,27.64,625.569,548.9,534.0,0.00885,0.00102,0.118,0.8,0,0.00085,6.7,-65.0,509.2,400.2,421.6,381274.816,381741,38.684,1,0,2023
FRB20181226F,FRB20181226F,95.87,83.8,129.79,26.21,390.0,380.0,24.81,237.8,38.22,236.42,178.7,179.9,0.00492,0.00343,3.0,11.3,0,0.000444,3.29,-5.73,800.2,400.2,533.4,463029.409,461351,50.598,1,0,2023
FRB20191013D,FRB20191013D,40.418,13.626,159.66,-41.25,67.0,-9999.0,13.78,530.5,19.61,524.042,481.0,488.2,0.01475,0.0096,1.08,7.2,0,0.00479,34.5,-32.6,800.2,521.5,676.9,525098.799,521829,44.122,1,0,2023
FRB20191114A,FRB20191114A,273.574,19.799,46.97,16.83,61.1,-9999.0,11.2,549.9,15.63,552.279,454.2,472.7,0.01278,0.0087,1.2,3.4,0,0.00435,41.5,-140.0,527.4,408.1,464.0,443925.431,453087,51.483,1,0,2023
FRB20190113A,FRB20190113A,108.26,-2.98,0.0,0.0,40.0,-9999.0,10.93,430.3,12.55,428.924,251.0,178.1,0.00688,0.0036,1.1,5.7,0,0.00182,7.3,-2.8,800.2,491.9,800.2,288553.329,287540,53.815,1,0,2023
FRB20200913C,FRB20200913C,269.027,65.805,95.51,30.21,156.5,-9999.0,17.19,577.4,24.15,577.3779,529.5,534.9,0.00098,0.0011,0.7,0.54,0,0.00054,31.9,-84.6,568.7,406.5,480.8,305588.37,304070,51.16,1,0,2023
FRB20200926A,FRB20200926A,283.28,53.95,83.73,21.4,67.0,-9999.0,11.22,760.2,20.29,758.297,694.5,698.9,0.01573,0.0031,0.24,2.2,0,0.00156,61.0,-215.0,508.2,416.0,459.8,490711.672,490132,47.516,1,0,2023
FRB20200926A,FRB20200926A,283.28,53.95,83.73,21.4,67.0,-9999.0,11.22,760.2,20.29,758.297,694.5,698.9,0.01573,0.0031,0.24,2.2,1,0.00197,32.0,-206.0,470.2,400.2,427.5,490711.672,490132,47.516,1,0,2023
FRB20180910A,FRB20180910A,354.83,89.014,122.59,26.19,3910.0,4335.0,36.65,684.2,50.38,684.4081,628.3,629.7,0.00098,0.000244,6.5,5.6,0,0.000205,0.05,-0.53,800.2,400.2,417.6,135823.872,134076,56.927,1,0,2023
FRB20190303D,-9999,185.339,70.691,126.52,46.23,55.0,141.7,9.78,710.1,11.16,711.151,674.5,682.5,0.00295,0.0016,0.59,1.17,0,0.00081,-0.9,-5.6,564.8,400.2,440.8,328339.172,328732,47.198,0,1,2023
FRB20181201D,-9999,266.9,89.125,121.98,27.37,3590.0,4359.0,16.2,448.0,16.8,448.266,394.5,397.4,0.00197,0.000168,0.56,1.4,0,0.00022,5.6,-56.0,515.3,400.2,420.7,147096.312,146673,52.881,0,1,2023
FRB20190328C,-9999,75.649,82.11,130.57,23.32,310.0,290.0,18.25,470.7,21.65,472.8607,408.8,406.4,0.00393,0.0023,4.7,14.9,0,0.00077,0.7,-2.7,800.2,400.2,459.0,500293.147,499256,46.539,0,1,2023
FRB20191105B,-9999,84.106,72.519,140.6,20.42,163.0,160.6,18.34,318.6,21.03,318.6134,245.1,234.9,0.00197,0.0014,1.89,2.7,0,0.000708,0.1,-0.1,800.2,400.2,504.3,332745.324,339144,45.526,0,1,2023
FRB20190107B,-9999,49.31,83.4,0.0,0.0,360.0,330.0,20.62,166.6,26.84,166.0939,98.2,93.0,0.00098,0.0009,2.8,4.3,0,0.000451,-1.3,-3.1,784.4,400.2,400.2,126924.469,122525,60.638,0,1,2023
FRB20200320A,-9999,42.451,15.844,160.2,-38.32,59.0,-9999.0,81.86,592.0,284.81,594.9314,549.3,555.8,0.0059,0.002461,19.0,114.0,0,0.001186,3.553,-10.37,760.8,400.2,474.9,561972.98,517268,44.611,0,1,2023
FRB20190210C,-9999,313.9,89.19,122.16,26.71,3400.0,3090.0,19.69,642.1,27.31,643.3669,589.5,592.2,0.00197,0.00025,2.37,3.6,0,0.000286,0.35,-1.5,800.2,400.2,448.5,310287.093,310719,50.092,0,1,2023
FRB20190812A,-9999,268.05,50.707,78.06,29.8,81.0,-9999.0,64.03,253.9,76.75,254.5239,206.1,213.3,0.00295,0.000494,4.3,13.0,0,0.000601,-0.57,-3.94,800.2,400.2,400.2,275872.598,271047,56.464,0,1,2023
FRB20200828A,-9999,114.08,80.021,134.1,28.63,240.0,220.0,9.86,559.7,11.49,561.31,507.7,511.0,0.00885,0.0062,0.59,3.4,0,0.00311,3.3,-5.4,800.2,400.2,534.7,487495.205,486204,47.937,0,1,2023
FRB20190905A,-9999,73.271,88.236,124.64,26.25,5400.0,3900.0,9.7,253.9,16.48,254.111,197.0,198.7,0.00393,0.0023,0.37,1.79,0,0.00113,26.3,-58.9,613.3,413.6,503.7,286915.779,287198,53.87,0,1,2023
FRB20190127B,-9999,169.263,83.506,126.03,33.05,350.0,360.0,11.51,666.4,18.79,663.028,615.4,621.2,0.06783,0.0428,0.63,11.4,0,0.0025,5.3,-7.7,800.2,400.2,562.2,3054647.692,3054187,48.505,0,1,2023
FRB20210323C,-9999,122.07,72.35,142.57,31.55,135.0,108.0,11.52,288.3,18.85,288.48,238.0,243.1,0.00197,0.0016,0.8,2.32,0,0.000825,24.7,-51.2,609.6,412.4,501.4,310638.609,310112,50.189,0,1,2023
FRB20180909A,-9999,120.04,57.004,160.63,31.71,75.0,-9999.0,11.03,407.6,13.86,408.647,356.2,360.1,0.01573,0.013,0.43,0.9,0,0.00631,-0.3,-1.3,800.2,400.2,400.2,256401.455,256250,0.441,0,1,2023
FRB20200508H,-9999,54.6,88.04,124.38,25.66,1300.0,1400.0,8.63,472.3,11.33,472.336,414.2,415.5,0.00688,0.0079,0.39,0.93,0,0.00393,9.9,-40.0,558.6,400.2,419.9,-9999.0,-9999,-9999.0,0,1,2023
FRB20201016A,-9999,120.04,57.004,160.63,31.71,75.0,-9999.0,8.96,418.9,14.65,420.979,368.5,372.5,0.0059,0.00036,0.34,0.8,0,0.00035,11.7,-125.0,480.4,400.2,419.3,340251.087,340587,45.294,0,1,2023
