tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog
FRB20190213B,FRB20190212A,276.14,81.43,113.3,27.8,64.0,109.0,9.5,302.5,23.2,301.3128,248.5,252.5,0.00295,0.00068,0.92,4.2,0,0.00074,58.0,-62.0,775.6,526.8,639.2,649199.645,647508,0.307,1,0,2021
FRB20190213B,FRB20190212A,276.14,81.43,113.3,27.8,64.0,109.0,9.5,302.5,23.2,301.3128,248.5,252.5,0.00295,0.00068,0.92,4.2,1,0.00028,68.0,-136.0,585.9,451.5,514.3,649199.645,647508,0.307,1,0,2021
FRB20190213D,-9999,336.45,52.71,101.8,-4.08,22.3,-9999.0,18.7,1344.1,25.0,1346.8476,1112.3,1097.9,0.00197,0.0007,1.0,2.2,0,0.000626,26.2,-25.3,800.2,496.6,671.4,419030.878,417690,0.329,0,0,2021
FRB20190214A,-9999,96.09,66.24,148.5,22.03,29.0,-9999.0,11.4,498.2,16.7,497.68,427.9,421.2,0.02359,0.017,0.46,8.8,0,0.0145,0.1,0.0,800.2,400.2,800.2,1547720.87,1536410,0.295,0,0,2021
FRB20190214C,-9999,218.87,19.36,20.45,64.93,13.4,-9999.0,15.5,533.8,24.4,533.112,511.0,510.9,0.00688,0.00108,1.02,5.2,0,0.00168,4.9,-16.7,671.7,400.2,463.1,436517.402,434105,0.303,0,0,2021
FRB20190215B,-9999,335.04,45.34,97.0,-9.78,20.0,-9999.0,44.5,273.4,61.9,274.6295,138.4,148.5,0.00197,0.00092,2.2,5.6,0,0.000864,-1.27,-2.09,800.2,400.2,400.2,449923.001,444442,0.286,0,0,2021
FRB20190216A,FRB20181017A,256.33,68.28,99.15,34.8,33.0,-9999.0,22.6,1268.1,77.3,1282.37,1239.5,1245.4,0.12288,0.0234,0.91,47.0,0,0.02051,20.4,-50.8,605.3,400.2,489.2,4231616.655,4216569,0.289,1,0,2021
FRB20190217A,-9999,94.88,43.11,170.78,12.79,16.7,-9999.0,15.4,797.4,20.7,798.1092,687.4,650.5,0.00786,0.00315,0.29,1.19,0,0.00086,3.4,-6.4,800.2,400.2,521.5,667833.483,670313,0.282,0,0,2021
FRB20190217B,-9999,22.58,26.95,133.54,-35.12,13.2,-9999.0,10.8,847.6,16.7,846.212,800.4,809.2,0.02654,0.0079,0.54,6.0,0,0.00066,-3.3,0.9,800.2,400.2,400.2,992471.916,991033,0.363,0,0,2021
FRB20190218A,-9999,184.05,56.42,132.7,60.04,21.0,-9999.0,13.7,1282.7,16.6,1285.129,1253.7,1262.4,0.00295,0.0017,0.54,1.65,0,0.00141,1.7,-4.5,800.2,400.2,483.6,448461.437,448698,0.279,0,0,2021
FRB20190218B,-9999,268.7,17.93,43.24,20.34,12.3,-9999.0,11.1,549.9,19.8,547.868,466.3,482.5,0.01769,0.0141,0.57,5.9,0,0.00205,46.2,-60.0,715.2,483.4,588.0,1779049.703,1775353,0.287,0,0,2021
FRB20190218C,-9999,156.96,77.95,131.7,36.62,55.0,53.0,67.5,318.6,155.5,319.32387,275.6,282.8,0.00098,0.0001113,19.0,31.0,0,0.000206,3.08,-16.09,643.0,400.2,440.4,212632.236,191513,0.385,0,0,2021
FRB20190219A,-9999,105.78,43.13,173.87,20.17,19.3,-9999.0,23.0,655.1,29.8,657.1942,578.4,562.1,0.00393,0.0017,0.305,0.96,0,0.001592,-2.69,-0.2,800.2,400.2,400.2,440703.501,439578,0.294,0,0,2021
FRB20190219B,-9999,246.3,57.92,87.96,41.91,26.0,-9999.0,29.1,1675.7,42.8,1681.11,1643.4,1650.5,0.01081,0.0164,1.1,14.4,0,0.00242,6.44,-7.6,800.2,400.2,612.2,1891389.949,1885097,0.327,0,0,2021
FRB20190219C,-9999,349.67,49.21,107.74,-10.91,16.0,-9999.0,9.1,805.5,12.4,806.688,682.6,684.6,0.00492,0.0026,0.4,1.96,0,0.00208,8.2,-9.6,800.2,400.2,613.5,408739.579,407962,0.345,0,0,2021
FRB20190220A,-9999,237.21,74.16,108.97,37.76,42.0,27.0,10.3,215.1,17.6,216.12,175.2,181.7,0.00197,0.000237,0.34,0.68,0,0.00055,-3.3,-3.3,642.4,400.2,400.2,445643.623,443225,0.288,0,0,2021
FRB20190221A,-9999,132.6,9.9,217.6,30.89,12.0,-9999.0,13.6,224.8,22.1,223.806,170.9,172.7,0.00295,0.000408,1.23,2.33,0,0.00097,5.1,-23.9,606.5,400.2,444.8,407933.415,404921,0.35,0,0,2021
FRB20190221B,-9999,286.77,27.86,59.62,9.17,11.5,-9999.0,13.7,394.7,15.3,393.124,227.6,240.0,0.00688,0.0049,0.69,5.6,0,0.00394,-0.3,-2.4,800.2,400.2,400.2,665362.285,666666,0.286,0,0,2021
FRB20190221C,-9999,316.15,54.67,93.9,5.14,21.0,-9999.0,19.3,2038.0,26.4,2042.3,1821.7,1669.6,0.01475,0.0131,0.59,7.1,0,0.00118,16.2,-16.0,800.2,454.9,664.9,1405823.298,1404473,0.355,0,0,2021
FRB20190221D,-9999,24.81,60.93,128.71,-1.4,24.0,-9999.0,10.0,473.9,13.0,473.7873,284.2,183.3,0.00197,0.00095,0.65,1.13,0,0.000774,0.3,-2.4,800.2,400.2,427.2,442040.925,443834,0.287,0,0,2021
FRB20190222B,-9999,160.69,19.62,220.29,59.62,3.3,-9999.0,10.0,498.2,19.9,497.619,464.4,475.4,0.02163,0.00526,0.4,4.4,0,0.00152,-1.8,-10.2,593.5,400.2,400.2,894734.087,891321,0.284,0,0,2021
FRB20190222C,-9999,239.18,40.03,63.82,49.81,16.5,-9999.0,16.2,522.5,29.0,524.0071,494.5,497.8,0.00197,0.00074,0.44,0.83,0,0.000676,9.3,-53.9,536.4,400.2,436.3,449262.018,448090,0.28,0,0,2021
FRB20190222A,FRB20190222A,313.06,69.83,104.88,15.88,33.0,-9999.0,31.2,462.6,92.4,460.169,373.0,359.4,0.00885,0.000898,1.7,11.8,0,0.001839,39.1,-182.9,498.2,400.2,445.3,424328.618,417081,0.33,1,0,2021
FRB20190222D,-9999,313.9,26.57,71.38,-11.92,12.5,-9999.0,9.4,894.5,12.6,895.2976,779.7,806.6,0.00098,0.00074,0.79,0.86,0,0.000601,4.8,-6.4,800.2,400.2,583.6,441186.694,440794,0.292,0,0,2021
FRB20190223A,-9999,64.72,87.65,124.98,25.66,300.0,290.0,13.2,389.8,20.5,389.2365,331.1,332.5,0.00393,0.00087,0.47,1.58,0,0.000763,21.8,-103.0,516.5,400.2,444.8,383741.65,383642,0.384,0,0,2021
FRB20190223B,-9999,311.62,60.56,96.92,10.76,23.0,-9999.0,9.0,535.4,12.5,536.5143,411.8,371.8,0.00197,0.0008,0.55,0.84,0,0.000654,9.8,-10.5,800.2,400.2,638.6,445569.291,444442,0.286,0,0,2021
FRB20190224A,-9999,60.53,83.39,128.22,22.58,101.0,104.0,11.7,821.7,28.6,818.4,752.9,749.5,0.01671,0.00577,0.63,8.5,0,0.00204,2.6,-60.0,497.5,400.2,408.9,801208.626,800121,0.357,0,0,2021
FRB20190224B,-9999,268.24,82.57,114.73,28.76,92.0,90.0,10.0,839.5,16.2,839.3674,788.0,792.3,0.00197,0.00075,2.0,4.5,0,0.000639,2.2,-6.6,800.2,400.2,472.7,382751.887,380602,0.389,0,0,2021
FRB20190224C,-9999,124.05,19.78,203.48,27.2,13.0,-9999.0,18.3,495.0,30.7,497.4,437.5,429.2,0.00786,0.00948,1.37,7.9,0,0.00029,7.6,-6.1,800.2,404.7,747.4,1085203.693,1082233,0.305,0,0,2021
FRB20190224D,-9999,331.89,89.05,122.24,26.41,980.0,870.0,29.0,752.1,41.9,752.9522,696.7,698.9,0.00197,0.00072,2.75,6.1,0,0.000673,6.96,-12.3,800.2,400.2,531.6,400383.823,400058,0.357,0,0,2021
FRB20190224E,-9999,183.04,61.54,131.07,54.96,30.0,-9999.0,46.5,435.1,71.0,435.8612,402.8,411.4,0.00197,0.00057,2.03,4.0,0,0.000549,2.22,-8.64,762.2,400.2,454.9,442603.08,439578,0.294,0,0,2021
FRB20190226A,-9999,58.83,31.93,162.45,-16.49,12.8,-9999.0,10.6,600.1,32.4,601.5727,510.3,494.4,0.00098,0.00049,1.45,1.42,0,0.000453,2.21,-4.0,800.2,400.2,527.9,206740.034,204586,0.343,0,0,2021
FRB20190226C,-9999,17.46,26.76,128.01,-35.93,4.1,-9999.0,10.6,826.5,15.9,827.77,783.3,792.2,0.00492,0.0015,0.39,1.41,0,0.00131,6.6,-42.0,548.3,400.2,433.3,443501.09,443834,0.287,0,0,2021
FRB20190227A,-9999,108.41,56.34,160.53,25.29,28.2,-9999.0,63.4,393.1,112.0,394.0388,330.6,327.8,0.00393,0.0013,3.58,12.5,0,0.001296,1.74,-2.15,800.2,400.2,599.9,477698.109,444442,0.286,0,0,2021
FRB20190227B,-9999,220.54,39.8,68.95,63.82,13.6,-9999.0,9.4,331.6,15.9,331.2289,307.3,309.0,0.00098,0.00047,0.48,0.71,0,0.000403,-0.5,-0.8,800.2,400.2,400.2,222697.198,221914,0.287,0,0,2021
FRB20190228A,-9999,183.48,22.9,237.34,80.51,16.0,-9999.0,37.8,439.9,109.3,419.0825,398.9,399.5,0.03047,0.01891,1.79,35.8,0,0.00225,52.6,-51.9,800.2,538.4,664.7,2258857.629,2240473,0.28,0,0,2021
FRB20190228B,-9999,50.01,81.94,128.12,20.61,89.0,94.0,30.5,1125.8,60.6,1115.2461,1043.9,1035.6,0.02359,0.01459,4.8,66.0,0,0.00097,5.84,-14.5,729.1,400.2,489.5,1575936.106,1566201,0.371,0,0,2021
FRB20190301B,-9999,69.5,74.08,136.85,17.71,42.0,27.0,9.3,619.5,14.9,621.333,538.5,521.9,0.00393,0.0016,0.4,0.85,0,0.00132,-1.5,-13.4,575.5,400.2,400.2,462299.822,460250,0.261,0,0,2021
FRB20190301C,-9999,171.83,34.93,184.3,70.42,13.5,-9999.0,9.1,805.5,13.6,802.913,782.4,790.7,0.0118,0.0084,0.34,2.32,0,0.00124,-2.4,0.7,800.2,400.2,400.2,1179259.623,1176473,0.244,0,0,2021
FRB20190301D,-9999,278.72,74.68,105.7,27.18,43.0,30.0,10.4,1159.7,16.3,1160.692,1107.6,1111.7,0.0059,0.000535,0.39,1.5,0,0.00036,3.6,-29.4,562.7,400.2,425.4,409150.518,408569,0.344,0,0,2021
FRB20190301A,FRB20190222A,313.06,69.83,104.88,15.88,33.0,-9999.0,17.9,461.0,53.5,459.5613,372.4,358.8,0.0059,0.00156,1.83,8.6,0,0.001471,68.9,-87.9,696.0,503.6,592.1,616152.983,610116,0.347,1,0,2021
FRB20190301A,FRB20190222A,313.06,69.83,104.88,15.88,33.0,-9999.0,17.9,461.0,53.5,459.5613,372.4,358.8,0.0059,0.00156,1.83,8.6,1,0.00124,69.0,-99.0,662.1,487.8,568.3,616152.983,610116,0.347,1,0,2021
FRB20190302A,-9999,34.8,61.34,133.26,0.24,27.0,-9999.0,20.4,1009.3,48.7,1034.239,813.5,722.0,0.10617,0.0902,0.56,35.0,0,0.0071,-4.35,2.99,800.2,400.2,400.2,9092628.522,9070841,0.273,0,0,2021
FRB20190303B,-9999,128.74,66.03,149.45,35.06,36.0,-9999.0,52.3,192.5,265.8,193.50698,146.4,153.4,0.00492,0.001574,9.4,42.0,0,0.000715,-1.678,-2.56,786.7,400.2,400.2,525390.747,477881,0.232,0,0,2021
FRB20190303C,-9999,173.24,26.32,211.1,72.48,13.0,-9999.0,15.6,1088.6,19.6,1089.655,1066.6,1070.5,0.0059,0.002,0.8,3.46,0,0.00176,0.5,-2.3,800.2,400.2,449.8,460184.558,452954,0.272,0,0,2021
FRB20190303A,FRB20190303A,208.03,48.24,97.75,65.81,18.0,-9999.0,11.2,223.2,23.1,221.667,191.8,199.9,0.00393,0.00296,0.47,2.54,0,0.00167,63.3,-69.0,757.7,526.3,631.5,392213.978,392153,0.37,1,0,2021
FRB20190304A,-9999,124.51,74.61,139.8,31.79,44.0,42.0,22.3,483.6,48.1,483.727,433.9,439.2,0.00295,0.000901,0.71,2.9,0,0.000408,6.3,-67.3,504.7,400.2,419.4,394960.166,390329,0.373,0,0,2021
FRB20190304B,-9999,204.86,24.19,20.4,78.8,13.3,-9999.0,20.8,470.7,28.8,470.0053,447.4,449.8,0.00295,0.000622,0.67,2.22,0,0.00033,-1.24,-7.4,646.5,400.2,400.2,458841.965,456601,0.267,0,0,2021
FRB20190304C,-9999,223.01,26.72,39.04,63.18,12.5,-9999.0,10.8,564.5,15.9,564.991,542.9,542.5,0.00295,0.0011,0.53,1.32,0,0.000948,22.3,-87.0,535.2,400.2,454.9,386461.932,387290,0.378,0,0,2021
FRB20190308C,-9999,188.36,44.39,133.59,72.36,18.7,-9999.0,22.3,498.2,39.0,500.519,477.4,480.5,0.02163,0.00229,0.47,4.8,0,0.0004,15.2,-61.0,550.7,400.2,453.4,666517.7,662100,0.291,0,0,2021
FRB20190308C,-9999,188.36,44.39,133.59,72.36,18.7,-9999.0,22.3,498.2,39.0,500.519,477.4,480.5,0.02163,0.00229,0.47,4.8,1,0.00055,13.9,-60.5,545.7,400.2,449.0,666517.7,662100,0.291,0,0,2021
FRB20190309A,-9999,278.96,52.41,81.37,23.47,18.0,-9999.0,9.3,357.5,12.3,356.9,298.3,303.9,0.00197,0.00075,0.39,0.72,0,0.000581,12.9,-64.0,535.8,400.2,442.9,402430.771,403706,0.352,0,0,2021
FRB20190313B,-9999,101.98,74.13,140.61,25.78,46.0,24.0,14.1,1192.1,14.8,1191.248,1131.4,1131.6,0.00786,0.00444,0.67,2.74,0,0.00064,-1.5,0.7,800.2,400.2,400.2,214310.108,213401,0.657,0,0,2021
FRB20190313A,FRB20181119A,190.53,65.13,124.52,51.97,28.0,-9999.0,9.4,365.6,12.4,364.5,330.7,338.8,0.0059,0.0031,0.41,1.48,0,0.00186,20.9,-16.7,800.2,515.8,747.9,398020.081,398842,0.359,1,0,2021
FRB20190316A,-9999,5.23,20.51,113.33,-41.79,12.1,-9999.0,12.7,516.0,19.0,515.9273,477.0,485.3,0.00197,0.00098,1.31,2.53,0,0.000834,9.1,-15.5,788.2,400.2,536.1,437805.536,435322,0.301,0,0,2021
FRB20190317A,-9999,87.44,44.66,166.86,8.75,15.8,-9999.0,9.3,1156.5,9.8,1157.2595,1019.3,964.1,0.00197,0.00092,0.54,1.24,0,0.00071,9.1,-12.1,800.2,400.2,582.6,441636.829,440794,0.292,0,0,2021
FRB20190317B,-9999,101.01,49.73,166.11,19.23,18.0,-9999.0,9.9,425.4,11.8,424.314,343.7,326.5,0.00295,0.0016,0.65,1.89,0,0.00125,0.1,-0.1,800.2,400.2,512.6,436962.183,437146,0.298,0,0,2021
FRB20190317C,-9999,125.82,32.07,190.52,32.43,11.0,-9999.0,11.4,601.7,18.1,598.263,544.7,543.8,0.02851,0.0234,0.43,7.8,0,0.0014,3.4,-10.3,759.0,400.2,472.6,2357907.573,2354169,0.312,0,0,2021
FRB20190317F,-9999,236.25,47.05,75.21,50.75,23.4,-9999.0,53.6,1125.8,82.3,1118.109,1084.8,1092.2,0.02064,0.00902,1.65,26.0,0,0.0017,1.18,-7.09,768.8,400.2,434.8,1341552.376,1318745,0.294,0,0,2021
FRB20190317E,-9999,274.37,13.25,41.12,13.44,13.0,-9999.0,14.9,800.7,14.9,800.88,666.6,696.0,0.00393,0.0021,2.17,7.3,0,0.00167,-0.2,0.5,800.2,400.2,800.2,408745.649,409178,0.343,0,0,2021
FRB20190318A,-9999,324.11,74.46,110.81,16.39,48.0,36.0,24.8,420.5,32.4,419.2661,333.9,318.9,0.01278,0.00623,1.55,14.2,0,0.00093,0.04,-3.04,800.2,400.2,402.9,843901.416,840249,0.325,0,0,2021
FRB20190319A,-9999,113.43,5.72,212.61,12.0,14.2,-9999.0,22.3,2041.3,23.7,2039.936,1932.3,1898.1,0.00885,0.0036,2.78,19.4,0,0.00147,4.2,-4.4,800.2,400.2,640.9,580946.649,573641,0.386,0,0,2021
FRB20190320A,-9999,61.6,63.36,142.85,8.3,27.0,-9999.0,15.7,613.0,16.0,614.146,470.2,400.3,0.00295,0.00126,0.94,4.4,0,0.00118,-2.0,0.6,800.2,400.2,400.2,424979.077,424985,0.317,0,0,2021
FRB20190320B,-9999,250.4,39.63,63.19,41.2,14.5,-9999.0,17.9,490.1,20.1,489.4949,451.8,459.0,0.00295,0.0011,0.73,1.9,0,0.000932,-1.1,-1.8,800.2,400.2,400.2,437999.391,437146,0.298,0,0,2021
FRB20190320C,-9999,254.73,22.38,42.68,34.17,12.6,-9999.0,11.4,367.2,12.9,368.7898,321.7,331.4,0.00393,0.0013,1.24,3.14,0,0.00104,0.4,-2.2,800.2,400.2,442.0,429344.54,429242,0.311,0,0,2021
FRB20190320D,-9999,262.22,59.07,87.69,33.53,23.0,-9999.0,12.5,1151.7,16.9,1141.35,1097.5,1103.9,0.03342,0.02,0.49,11.4,0,0.0058,9.2,-10.0,800.2,400.2,634.8,2551123.231,2557241,0.315,0,0,2021
FRB20190320E,-9999,76.64,89.16,123.78,26.75,1140.0,940.0,32.7,299.2,38.8,299.135,243.3,245.7,0.00295,0.00072,4.4,12.3,0,0.000833,6.06,-7.7,800.2,400.2,592.6,418676.648,414649,0.334,0,0,2021
FRB20190322A,-9999,110.75,51.3,166.31,25.61,20.0,-9999.0,19.0,1054.6,22.5,1060.118,996.5,993.0,0.02359,0.0112,0.64,10.1,0,0.00283,4.8,-7.0,800.2,400.2,563.0,1493625.887,1491721,0.315,0,0,2021
FRB20190322B,-9999,132.03,73.34,140.54,34.14,39.0,25.0,10.1,577.4,10.2,576.982,530.0,536.4,0.00295,0.0017,0.61,2.04,0,0.0013,-0.1,-6.2,725.7,400.2,400.2,417104.446,418298,0.328,0,0,2021
FRB20190322C,-9999,296.36,70.7,102.77,21.2,47.0,39.9,53.1,1192.1,61.9,1192.0806,1126.3,1125.9,0.00295,0.001014,4.1,13.0,0,0.00014,-0.2,-1.47,800.2,400.2,400.2,440744.588,436537,0.299,0,0,2021
FRB20190323A,-9999,112.37,34.46,184.44,22.29,14.4,-9999.0,14.7,855.7,14.4,857.5038,784.7,768.7,0.00393,0.00263,0.67,2.71,0,0.00054,1.8,-2.9,800.2,400.2,542.7,641678.782,639305,0.315,0,0,2021
FRB20190323B,-9999,193.22,77.24,122.83,39.89,67.0,67.0,57.2,787.7,76.8,789.56311,749.3,756.6,0.00098,0.000134,6.94,10.6,0,0.000134,5.8,-7.6,800.2,400.2,586.4,221925.827,214921,0.31,0,0,2021
FRB20190323C,-9999,199.5,40.07,101.57,75.94,14.9,-9999.0,11.5,380.1,12.7,381.118,357.5,360.9,0.00295,0.00108,0.56,1.38,0,0.00031,2.7,-10.7,722.5,400.2,454.3,427990.902,427417,0.313,0,0,2021
FRB20190323D,-9999,56.88,46.93,151.43,-5.97,16.2,-9999.0,9.4,760.2,12.2,763.65,601.3,558.1,0.01278,0.007,0.37,2.49,0,0.00543,-7.5,-3.0,528.8,400.2,400.2,643904.264,644778,0.31,0,0,2021
FRB20190325A,-9999,130.41,83.07,130.04,30.15,96.0,94.0,13.3,357.5,15.6,359.289,308.3,312.9,0.00295,0.0018,1.31,4.6,0,0.00156,-0.8,-1.2,800.2,400.2,400.2,333682.56,333786,0.464,0,0,2021
FRB20190325B,-9999,183.92,30.32,188.67,81.54,9.0,-9999.0,9.8,1730.7,11.9,1733.918,1714.1,1714.8,0.00688,0.00208,0.7,3.81,0,0.00135,2.2,-6.2,800.2,400.2,476.9,515184.854,513449,0.45,0,0,2021
FRB20190325C,-9999,53.85,60.17,142.01,3.52,24.0,-9999.0,11.7,799.0,12.3,797.83,609.4,499.6,0.00885,0.0039,0.63,3.83,0,0.0032,4.1,-6.7,800.2,400.2,542.7,541897.86,540810,0.421,0,0,2021
FRB20190326A,-9999,161.9,74.22,133.5,40.27,42.0,26.0,11.7,283.1,13.4,283.3113,242.6,250.5,0.00098,0.00055,1.02,1.51,0,0.000457,2.1,-7.7,791.7,400.2,458.0,176018.263,172666,0.445,0,0,2021
FRB20190327A,-9999,281.31,34.28,63.67,16.06,15.7,-9999.0,31.9,347.8,36.4,346.5748,257.8,270.1,0.00197,0.000329,2.43,5.2,0,0.000302,-0.79,-2.15,800.2,400.2,400.2,361229.068,359929,0.422,0,0,2021
FRB20190328A,-9999,120.35,59.1,158.17,31.91,23.0,-9999.0,10.2,1303.7,9.1,1303.58,1251.8,1256.4,0.00983,0.01,0.43,2.66,0,0.0074,-4.6,3.6,800.2,400.2,400.2,774502.271,774586,0.378,0,0,2021
FRB20190328B,-9999,199.47,86.85,122.51,30.26,210.0,190.0,9.3,564.5,10.6,565.001,514.9,519.9,0.00492,0.002,0.72,2.14,0,0.0016,9.0,-13.5,800.2,400.2,559.5,370849.697,370874,0.404,0,0,2021
FRB20190329A,-9999,65.54,73.63,136.46,16.58,41.0,43.5,11.7,189.2,19.3,188.606,100.8,80.2,0.0118,0.0009,0.52,2.24,0,0.00104,42.0,-272.0,473.9,400.2,432.3,332516.167,331961,0.467,0,0,2021
FRB20190330A,-9999,204.09,38.36,85.79,75.35,11.4,-9999.0,9.4,509.5,10.7,508.965,484.1,488.6,0.00197,0.00051,0.37,1.14,0,0.00097,-1.1,-3.1,800.2,400.2,400.2,386000.852,386073,0.38,0,0,2021
FRB20190330B,-9999,269.41,52.81,80.58,29.23,26.1,-9999.0,44.9,668.0,51.9,668.0927,619.2,626.0,0.00197,0.00023,2.79,5.3,0,0.000342,0.91,-5.34,800.2,400.2,435.9,371190.309,367225,0.41,0,0,2021
FRB20190401A,-9999,196.8,79.91,122.07,37.19,70.0,58.0,22.9,779.6,24.8,783.216,740.8,747.8,0.01081,0.0039,1.05,8.6,0,0.00352,1.47,-4.1,800.2,400.2,479.1,531748.797,529866,0.433,0,0,2021
FRB20190402A,-9999,178.61,47.1,148.44,67.11,16.2,-9999.0,10.9,1287.5,11.5,1291.69,1265.3,1271.7,0.01573,0.0066,0.3,1.34,0,0.00533,4.1,-16.7,657.4,400.2,453.3,586927.64,582762,0.376,0,0,2021
FRB20190403G,-9999,81.74,25.78,180.44,-5.19,12.3,-9999.0,11.4,865.4,15.8,865.311,700.0,620.0,0.00197,0.0019,0.75,1.59,0,0.00159,35.7,-76.0,603.2,425.5,506.6,448191.356,446874,0.282,0,0,2021
FRB20190403A,-9999,116.33,86.36,126.94,27.92,181.0,187.0,10.8,519.2,15.2,518.834,464.6,467.8,0.00295,0.0018,1.12,3.19,0,0.0015,4.4,-8.9,800.2,400.2,513.6,362788.787,360538,0.421,0,0,2021
FRB20190403B,-9999,135.47,1.46,227.76,29.41,13.0,-9999.0,18.9,291.1,26.0,292.473,238.4,244.5,0.01081,0.00578,2.7,23.8,0,0.00235,2.8,-11.1,714.3,400.2,453.2,881211.496,878553,0.436,0,0,2021
FRB20190403C,-9999,249.83,58.7,88.33,39.91,22.0,-9999.0,9.0,933.3,12.2,935.009,896.1,903.1,0.00492,0.00186,0.37,1.53,0,0.00087,-1.3,-6.7,659.0,400.2,400.2,384013.191,384249,0.383,0,0,2021
FRB20190403D,-9999,326.53,84.29,118.44,23.12,116.0,115.0,10.9,613.0,9.9,613.458,550.5,549.7,0.00295,0.0017,0.65,1.75,0,0.00131,-2.4,-3.1,700.9,400.2,400.2,354373.123,355066,0.43,0,0,2021
FRB20190403E,-9999,220.22,86.54,121.09,30.19,167.0,153.0,23.7,220.0,57.0,226.198,176.3,181.1,0.01868,0.0182,3.9,76.0,0,0.0022,31.7,-36.2,798.7,482.1,620.6,1669738.529,1655273,0.409,0,0,2021
FRB20190403F,-9999,43.34,33.14,150.44,-23.14,12.4,-9999.0,11.9,666.4,16.4,664.184,596.8,597.5,0.01475,0.0105,0.58,7.1,0,0.00104,-3.6,1.2,800.2,400.2,400.2,1131202.429,1129049,0.396,0,0,2021
FRB20190404A,-9999,143.1,36.9,186.85,47.18,17.5,-9999.0,24.3,1353.8,24.4,1353.9007,1313.6,1326.5,0.00492,0.00106,1.17,4.5,0,0.00136,-1.32,0.0,800.2,400.2,400.2,376609.886,373305,0.4,0,0,2021
FRB20190404B,-9999,259.79,40.0,64.63,34.07,21.8,-9999.0,134.0,490.1,175.1,489.42307,444.4,453.5,0.00098,0.0001111,8.6,16.3,0,0.0003315,-2.29,-2.66,725.3,400.2,400.2,208149.516,196073,0.37,0,0,2021
FRB20190405A,-9999,337.02,20.96,83.44,-30.71,11.7,-9999.0,9.6,423.8,10.9,424.884,377.6,385.2,0.01376,0.00249,0.65,2.5,0,0.00111,3.3,-11.7,716.7,400.2,460.0,575190.398,572729,0.387,0,0,2021
FRB20190405B,-9999,236.48,89.16,122.28,27.73,1070.0,900.0,20.6,1111.2,21.4,1113.218,1059.3,1062.6,0.00492,0.00501,3.4,17.5,0,0.00082,6.9,-7.9,800.2,400.2,620.7,675227.691,673657,0.459,0,0,2021
FRB20190406A,FRB20190208A,283.52,46.96,76.71,19.04,17.4,-9999.0,13.1,580.7,16.3,580.2254,508.8,515.0,0.00295,0.0015,0.53,2.3,0,0.00127,20.6,-34.5,698.5,416.6,539.4,396398.83,397018,0.362,1,0,2021
FRB20190408A,-9999,262.2,71.6,102.52,32.13,37.0,34.0,9.2,862.1,12.9,863.3796,817.4,823.1,0.00197,0.001,0.64,1.51,0,0.000839,35.7,-49.0,716.5,464.1,576.6,385127.405,386682,0.379,0,0,2021
FRB20190409A,-9999,79.52,6.72,195.66,-17.27,11.9,-9999.0,14.5,1789.0,19.7,1791.8908,1707.5,1666.3,0.00295,0.00171,3.0,8.7,0,0.00023,3.3,-6.1,800.2,400.2,524.7,356598.736,356281,0.428,0,0,2021
FRB20190409B,-9999,126.65,63.47,152.72,34.63,27.0,-9999.0,12.3,297.6,20.2,285.633,237.8,244.5,0.03047,0.0209,0.39,6.8,0,0.00234,21.1,-34.1,707.3,420.6,545.5,2116929.351,2116745,0.382,0,0,2021
FRB20190409C,-9999,252.6,71.62,103.5,35.04,37.0,35.0,11.2,674.5,12.1,674.631,631.6,637.7,0.00197,0.0013,1.04,2.17,0,0.00108,0.4,-5.0,800.2,400.2,418.3,387590.862,387898,0.377,0,0,2021
FRB20190409D,-9999,336.64,26.95,87.17,-25.68,13.4,-9999.0,16.1,1298.9,17.3,1300.118,1245.4,1253.5,0.00295,0.0018,0.59,2.74,0,0.00155,5.1,-10.8,800.2,400.2,507.6,370228.765,370266,0.405,0,0,2021
FRB20190410A,-9999,263.47,-2.37,21.65,16.04,11.2,-9999.0,9.9,278.2,13.6,284.02,155.5,167.5,0.00688,0.0012,1.59,5.8,0,0.00101,43.0,-85.0,607.9,437.4,515.7,339753.028,338650,0.456,0,0,2021
FRB20190410B,-9999,265.76,15.17,39.33,21.83,14.2,-9999.0,20.4,642.1,30.8,642.1699,563.8,580.6,0.00197,0.000211,0.22,0.45,0,0.000423,18.7,-73.4,542.5,400.2,454.4,364804.613,364793,0.414,0,0,2021
FRB20190411A,-9999,80.0,83.89,129.13,24.62,112.0,106.0,11.0,461.0,9.8,460.5552,399.8,399.5,0.00197,0.0006,1.24,1.41,0,0.000417,-1.7,3.9,800.2,400.2,800.2,171749.956,169930,0.454,0,0,2021
FRB20190411B,-9999,154.03,29.23,200.1,55.86,11.6,-9999.0,15.6,1227.7,17.5,1229.581,1194.3,1207.0,0.00393,0.0017,0.89,3.7,0,0.00138,1.2,-2.5,800.2,400.2,507.5,381830.768,381210,0.388,0,0,2021
